RouteID,Route,Date,Route Type,Alpine,Rating,Safety,Avg Stars,Pitches,Lead Style,Attempts
105754108,Leisure Class,2024-11-30,Sport,0,5.11b/c,G,3.0,1,Onsight/Flash,1
105754129,Strange Science,2022-07-16,Sport,0,5.11c,G,3.4,1,Fell/Hung,1
105754201,Blackman's Burden,2018-12-15,Sport,0,5.10c,G,2.9,1,Onsight/Flash,1
105754432,James Brown's Wild Ride,2021-09-19,Sport,0,5.11d,G,3.6,1,Onsight/Flash,1
105754465,Kor's Corner,2023-05-27,Sport,0,5.11d,G,2.9,1,Redpoint,3
105754546,Funkdemental,2022-04-08,Sport,0,5.11a,G,3.4,1,Onsight/Flash,1
105754765,Stay True (aka NoName 3),2017-11-25,Sport,0,5.11b,G,2.5,1,Onsight/Flash,1
105754825,Last Chance,2017-06-17,Sport,0,5.11b,G,3.8,1,Redpoint,2
105754828,Grave Line,2020-06-21,Sport,0,5.10a,G,2.6,1,Onsight/Flash,1
105754837,Dereliction Affliction,2022-03-13,Sport,0,5.11b,G,3.0,1,Onsight/Flash,1
105754999,Animal Riots Activist,2022-03-27,Sport,0,5.12a,G,2.8,1,Redpoint,2
105755155,Broomhillda,2021-07-04,Sport,0,5.10c,G,1.9,1,Onsight/Flash,1
105755386,Lost in Space Direct,2023-10-22,Trad,0,5.9,G,3.2,4,Onsight/Flash,1
105755533,Under The Table,2018-12-30,Sport,0,5.11c,G,2.0,1,Redpoint,2
105755851,Block Party,2017-10-22,Sport,0,5.10a,G,2.9,1,Onsight/Flash,1
105755866,Printer Boy,2021-07-05,Sport,0,5.11b,G,2.6,1,Onsight/Flash,1
105755872,Squid Kid,2019-08-18,Sport,0,5.10a,G,3.5,1,Onsight/Flash,1
105755875,Baby Doe,2020-05-31,Sport,0,5.8,G,1.8,1,Onsight/Flash,1
105755881,Billy,2017-05-23,Sport,0,5.11b,G,2.9,1,Onsight/Flash,1
105756094,Merlin,2019-07-28,Sport,0,5.11c,G,2.2,1,Fell/Hung,1
105756298,"Big, Big, Monkey Man",2023-07-16,Trad,0,5.12b,G,3.6,1,Fell/Hung,1
105756496,Andrology,2020-09-07,Sport,0,5.12b,G,3.7,1,Fell/Hung,1
105756784,Huston Crack,2023-08-21,Trad,0,5.9,G,2.7,1,Onsight/Flash,1
105756790,Empire of the Fenceless,2023-08-21,Sport,0,5.12a,G,3.5,1,Redpoint,2
105756826,Edge of Time,2020-09-07,Sport,0,5.9+,G,3.4,1,Onsight/Flash,1
105756829,CG's Naked Fun Time,2020-09-07,Sport,0,5.10b,G,2.5,1,Onsight/Flash,1
105756946,The Dune,2021-10-30,Sport,0,5.10a,G,2.0,1,Onsight/Flash,1
105757066,Glory Hole,2021-07-03,Sport,0,5.12a,G,2.7,1,Fell/Hung,1
105757219,Mariscos Lambada (aka Zorba),2017-09-09,Sport,0,5.9,G,2.1,1,Onsight/Flash,1
105757240,Spuds in Space,2017-10-08,Sport,0,5.9-,G,2.7,1,Onsight/Flash,1
105757243,Hot Potato,2017-10-08,Sport,0,5.9+,G,2.3,1,Onsight/Flash,1
105757249,Matillda,2021-07-04,Sport,0,5.10b,G,2.3,1,Onsight/Flash,1
105757414,Bihedral Arete,2020-12-05,Trad,0,5.10a,G,3.0,2,Onsight/Flash,1
105757423,Casual Corner,2020-12-06,Trad,0,5.8+,G,2.6,1,Onsight/Flash,1
105757618,I Claudius,2022-04-08,Sport,0,5.11a,G,3.5,1,Onsight/Flash,1
105757627,Blood Monkey,2020-08-30,Sport,0,5.12a/b,G,3.1,1,Fell/Hung,1
105757681,The Pollinator,2018-07-07,Sport,0,5.12a,G,2.3,1,Fell/Hung,1
105757699,PMT aka Squawk Box,2017-09-10,Sport,0,5.10c,G,2.6,1,Onsight/Flash,1
105757708,Moroni Blows,2018-09-08,Sport,0,5.12b,G,2.5,1,Fell/Hung,1
105758080,Days of Future Passed aka Our Future Has Passed,2018-10-27,Sport,0,5.12a,G,2.8,1,Onsight/Flash,1
105758107,Number 1 Super Guy,2018-01-14,Sport,0,5.11a,G,3.1,1,Onsight/Flash,1
105758257,The Clipboard,2022-07-16,Sport,0,5.11a/b,G,2.7,1,Onsight/Flash,1
105758584,Sunshine Dihedral,2020-12-06,Trad,0,5.10b,G,3.3,1,Redpoint,2
105758605,Crimp Scampi,2020-08-30,Sport,0,5.11a,G,2.6,1,Fell/Hung,1
105758647,Fission aka Ken T'ank,2020-06-13,Sport,0,5.12b/c,G,3.7,1,Fell/Hung,1
105758676,20th Century Man,2024-11-29,Sport,0,5.10a/b,G,2.7,1,Onsight/Flash,1
105758910,Muscle Beach,2020-02-01,Sport,0,5.11a,G,3.5,1,Onsight/Flash,1
105758982,Banana Split,2022-03-12,Sport,0,5.10a,G,1.8,1,Onsight/Flash,1
105759021,The Alignment,2024-11-30,Sport,0,5.10c/d,G,2.6,1,Fell/Hung,1
105759081,Tractatus,2018-12-16,Sport,0,5.11a,G,2.6,1,Onsight/Flash,1
105759084,Cheers,2024-11-29,Sport,0,5.8,G,2.4,1,Onsight/Flash,1
105759102,Stone of Ignorance,2024-11-29,Sport,0,5.9+,G,2.1,1,Onsight/Flash,1
105759105,Damn Right I've Got the Moves,2024-11-29,Sport,0,5.8+,G,2.3,1,Onsight/Flash,1
105759111,Relampago,2022-04-08,Sport,0,5.10,G,2.3,1,Onsight/Flash,1
105759165,Ian's Climb,2018-12-16,Sport,0,5.7+,G,1.8,1,Redpoint,2
105759516,Staying Power,2020-12-26,Sport,0,5.11c,G,3.3,1,Redpoint,2
105759594,Toxxxic Entertainment,2017-10-21,Sport,0,5.10a,G,3.1,1,Onsight/Flash,1
105759750,Just Thesenga It,2022-03-12,Sport,0,5.11a/b,G,2.4,1,Onsight/Flash,1
105759783,Herb-A-Med-Veg-A-Matic,2020-11-11,Sport,0,5.11b,G,2.8,1,Onsight/Flash,1
105759819,Breakdown Dead Ahead,2018-10-22,Sport,0,5.11a,G,3.3,1,Redpoint,2
105760332,Splitting Hares,2021-03-27,Sport,0,5.10a,G,2.3,1,Onsight/Flash,1
105760695,Miner's Delight,2021-06-06,Sport,0,5.11b,G,3.4,2,Onsight/Flash,1
105760878,Cheap Labor,2021-11-07,Trad,0,5.10b,G,2.5,1,Onsight/Flash,1
105761046,Cactus Drop,2024-12-22,Sport,0,5.10d,G,3.1,1,Onsight/Flash,1
105761067,Apple Jam,2023-04-23,Trad,0,5.11a,G,2.4,1,Onsight/Flash,1
105761217,Ga-stoned Again,2022-10-09,Sport,0,5.9,G,3.5,1,Onsight/Flash,1
105761265,Body Count,2020-09-27,Sport,0,5.11a/b,G,2.2,1,Onsight/Flash,1
105761298,Ripcord,2022-07-16,Sport,0,5.12a,G,2.7,1,Redpoint,2
105761367,Tomb of Sorrows,2022-07-16,Sport,0,5.8,G,1.7,1,Onsight/Flash,1
105761394,St. Patty's Slab,2017-10-21,Sport,0,5.11b,G,2.7,1,Onsight/Flash,1
105761463,Surreal Estate,2022-01-15,Sport,0,5.12c,G,3.7,1,Redpoint,3
105761523,Hot Beach,2022-04-08,Sport,0,5.12a,G,3.5,1,Onsight/Flash,1
105761529,Heidi Hi,2021-01-01,Trad,0,5.8,G,2.5,1,Onsight/Flash,1
105761547,14 Carats,2022-04-09,Sport,0,5.12b,G,3.9,1,Redpoint,2
105761877,Chip Off the Block,2024-11-30,Sport,0,5.9,G,2.7,1,Onsight/Flash,1
105761883,Li'l Dog,2018-03-04,Sport,0,5.11a/b,G,2.5,1,Onsight/Flash,1
105761895,River of Rabbits,2024-12-23,Sport,0,5.11a/b,G,2.5,1,Onsight/Flash,1
105762201,Bottom Feeder,2018-05-28,Sport,0,5.11b,G,2.4,1,Onsight/Flash,1
105762333,Motif,2021-01-17,Sport,0,5.12a,G,3.4,1,Redpoint,2
105762393,Hide n' Seek,2021-01-16,Sport,0,5.11b,G,2.2,1,Onsight/Flash,1
105762699,Lounge Lizard,2017-08-01,Sport,0,5.10b,G,2.6,1,Onsight/Flash,1
105762795,Prospector,2020-06-21,Sport,0,5.10a,G,2.7,1,Onsight/Flash,1
105762807,Little Flatulence,2021-07-04,Sport,0,5.8+,G,2.2,1,Onsight/Flash,1
105762981,Dry Run,2021-04-04,Sport,0,5.9,G,1.5,1,Onsight/Flash,1
105762984,Happy Ending,2021-03-27,Sport,0,5.10,G,2.0,1,Onsight/Flash,1
105763029,In Your Dreams,2020-09-19,Sport,0,5.11a,G,2.6,1,Redpoint,2
105763089,From Russia With Love,2020-01-05,Sport,0,5.10a,G,1.8,1,Onsight/Flash,1
105763161,What The Hey,2018-10-22,Sport,0,5.9+,G,2.1,1,Onsight/Flash,1
105763197,The Naked Hedge,2018-08-08,Sport,0,5.10,G,2.5,1,Onsight/Flash,1
105763212,Purple Toe Nails,2024-11-29,Sport,0,5.11c,G,3.6,1,Onsight/Flash,1
105763707,Bob's Crack,2019-06-23,Trad,0,5.10a,G,3.0,1,Fell/Hung,1
105763788,Crackside,2017-08-29,Trad,0,5.9+,G,2.5,1,Onsight/Flash,1
105763794,Guppy,2017-08-29,Sport,0,5.8,G,3.6,1,Onsight/Flash,1
105763815,Tierra Del Fuego,2022-10-22,Sport,0,5.11b,G,2.6,1,Onsight/Flash,1
105763911,Culp-Bossier,2021-08-29,Trad,1,5.8+,G,3.6,8,Onsight/Flash,1
105763950,Skippin' Stones,2020-09-23,Sport,0,5.11c,G,3.5,1,Fell/Hung,1
105764079,The Green Zone,2022-10-22,Sport,0,5.11a,G,2.8,1,Onsight/Flash,1
105764322,Englishman's Route,2023-08-19,Trad,1,5.8,G,2.6,6,Onsight/Flash,1
105764409,Curb Service,2021-03-27,Sport,0,5.10,G,1.5,1,Onsight/Flash,1
105764451,Midge Squadron,2021-05-01,Sport,0,5.11b/c,G,2.5,1,Fell/Hung,1
105765165,Cornered Again,2019-08-06,Sport,0,5.11a/b,G,2.2,1,Fell/Hung,1
105787215,Sands of Blood,2024-05-17,Sport,0,5.9,G,2.0,1,Onsight/Flash,1
105789060,5 Gallon Buckets,2021-03-07,Sport,0,5.8,G,3.2,1,Onsight/Flash,1
105789064,Light on the Path,2021-03-06,Sport,0,5.10a,G,2.9,1,Onsight/Flash,1
105789153,Ring of Fire,2024-02-03,Sport,0,5.11d,G,2.8,1,Redpoint,2
105789169,Dancer,2021-03-07,Sport,0,5.7,G,2.3,1,Onsight/Flash,1
105789298,Toxic,2023-12-11,Sport,0,5.11b,G,3.6,1,Onsight/Flash,1
105789316,Blue Light Special,2024-01-25,Sport,0,5.11b,G,3.0,1,Redpoint,2
105789342,Chicken McNuggets,2024-01-29,Sport,0,5.10b,G,2.8,1,Onsight/Flash,1
105789348,Vomit Launch,2023-12-05,Sport,0,5.11b,G,3.8,1,Redpoint,2
105789513,Classic Crack,2020-07-12,Trad,0,5.9+,G,2.7,1,Redpoint,2
105789753,Latin Lover,2023-12-01,Sport,0,5.12a,G,3.3,1,Fell/Hung,2
105789934,Overboard,2024-03-07,Sport,0,5.11c,G,3.3,1,Onsight/Flash,1
105790283,Moonshine Dihedral,2024-03-08,Trad,0,5.9,G,3.6,3,Onsight/Flash,1
105790290,Zion,2023-12-31,Trad,0,5.10a/b,G,3.7,4,Onsight/Flash,1
105790444,Headless Horseman,2023-12-13,Sport,0,5.10d,G,3.5,1,Onsight/Flash,1
105790613,Karate Crack,2023-12-26,Trad,0,5.10a,G,3.0,1,Onsight/Flash,1
105790859,Crossfire,2023-12-26,Sport,0,5.12b,G,3.9,1,Fell/Hung,3
105791086,Toxic Shock,2024-08-22,Trad,0,5.9,G,3.7,1,Redpoint,2
105792753,Solace,2024-05-17,Sport,0,5.10a,G,2.6,1,Onsight/Flash,1
105793956,Heresy,2023-11-27,Sport,0,5.11c,G,3.1,1,Redpoint,3
105796557,Wedding Day,2021-03-07,Sport,0,5.10b,G,2.6,1,Onsight/Flash,1
105798861,Unnamed 9+,2024-04-02,Trad,0,5.9+,G,2.7,2,Onsight/Flash,1
105798882,Flower Power,2024-04-02,Trad,0,5.10b/c,G,2.9,1,Onsight/Flash,1
105798885,Power Play,2024-04-02,Trad,0,5.11,G,3.0,1,Redpoint,2
105799303,She's the Bosch,2024-10-12,Sport,0,5.11c,G,3.8,1,Fell/Hung,1
105799344,Reservations,2024-10-12,Trad,0,5.10a/b,PG13,2.6,1,Onsight/Flash,1
105799349,Firewater,2024-10-12,Sport,0,5.11b,G,3.4,1,Onsight/Flash,1
105800402,Morning Sky,2023-11-28,Sport,0,5.10+,G,3.0,1,Onsight/Flash,1
105800412,Nine Gallon Buckets,2021-03-06,Sport,0,5.10c,G,3.5,2,Onsight/Flash,1
105801735,Lion Zion,2023-12-13,Sport,0,5.10d,G,3.5,1,Onsight/Flash,1
105802924,The Snaz,2017-07-05,Trad,1,5.10a,G,3.6,6,Fell/Hung,1
105803148,Smart Server,2020-12-25,Sport,0,5.10a,G,2.3,1,Onsight/Flash,1
105803440,Screaming Yellow Zonkers,2024-02-24,Sport,0,5.10b,G,3.5,1,Onsight/Flash,1
105803446,Cosmos,2024-02-24,Sport,0,5.10a,G,2.7,1,Onsight/Flash,1
105803451,Bad Moon Rising,2024-02-24,Sport,0,5.11a,G,3.5,1,Onsight/Flash,1
105803545,Wartley's Revenge,2024-02-03,Trad,0,5.11a,G,3.8,1,Onsight/Flash,1
105803553,License To Bolt,2024-01-28,Sport,0,5.11c,G,2.9,1,Fell/Hung,1
105803655,Open Book,2017-07-04,Trad,1,5.9,G,3.5,6,Onsight/Flash,1
105803921,Phone Call From Satan,2023-11-27,Sport,0,5.9,G,3.1,1,Onsight/Flash,1
105803971,Caffeine Free,2023-12-11,Sport,0,5.10b,G,2.9,1,Onsight/Flash,1
105804292,Zebra Seam,2023-12-26,Sport,0,5.11d,G,3.5,1,Fell/Hung,1
105804852,Irene's Arete,2017-07-01,Trad,1,5.8,G,3.8,5,Onsight/Flash,1
105806895,Teddy Bear's Picnic,2023-12-29,Sport,0,5.10b,G,2.9,1,Onsight/Flash,1
105807027,Cat Got Your Tongue,2019-02-25,Trad,0,5.10,G,2.6,1,Onsight/Flash,1
105809702,Three-Quarter Ton,2020-01-05,Sport,0,5.10b/c,G,3.1,1,Onsight/Flash,1
105812408,Renaissance,2024-12-23,Sport,0,5.11a,G,2.5,1,Onsight/Flash,1
105812559,JT's Route,2024-01-28,Sport,0,5.10b,G,3.2,1,Onsight/Flash,1
105812642,Cool Air,2024-02-23,Sport,0,5.11a,G,3.3,1,Onsight/Flash,1
105812654,Suck my Kiss,2024-02-23,Sport,0,5.10a,G,2.4,1,Onsight/Flash,1
105813238,Under the Boardwalk,2024-05-27,Sport,0,5.11a,G,3.4,1,Redpoint,2
105813275,Brief Encounter,2024-05-26,Sport,0,5.8,G,2.6,1,Onsight/Flash,1
105813493,Marshall Amp,2023-01-04,Sport,0,5.11b,G,3.4,1,Onsight/Flash,1
105814533,Blasphemy,2024-02-03,Sport,0,5.11a,G,3.0,1,Onsight/Flash,1
105816995,"Third Pillar, Regular Route",2024-06-12,Trad,0,5.10a/b,G,3.8,5,Fell/Hung,1
105817270,Zebra Direct,2023-12-14,Sport,0,5.11a,G,2.4,1,Onsight/Flash,1
105818791,Barbecue The Pope,2023-11-28,Sport,0,5.10b/c,G,3.0,1,Onsight/Flash,1
105818849,Stratocaster Direct,2023-01-04,Sport,0,5.12b,G,2.9,1,Redpoint,2
105819372,Snoopy,2018-03-04,Sport,0,5.9+,G,2.2,1,Onsight/Flash,1
105819734,A Man in Every Pot,2024-06-01,Sport,0,5.8+,G,2.1,1,Onsight/Flash,1
105820098,Caustic Cock,2024-06-01,Sport,0,5.11b,G,3.4,1,Redpoint,2
105820346,New Testament,2024-02-03,Trad,0,5.10a,G,2.8,1,Onsight/Flash,1
105820350,Irreverence,2024-01-25,Sport,0,5.10a,G,2.3,1,Onsight/Flash,1
105820721,Lion's Jaw,2024-02-03,Trad,0,5.8,G,3.1,1,Onsight/Flash,1
105820726,The Outsiders,2023-12-14,Sport,0,5.9,G,3.0,1,Onsight/Flash,1
105822639,The Decider,2018-03-24,Sport,0,5.10b,G,2.1,1,Onsight/Flash,1
105827047,Happiness,2018-07-16,Sport,0,5.12b,G,3.7,1,Fell/Hung,1
105827059,Addiction,2019-07-04,Sport,0,5.12c,G,3.7,1,Fell/Hung,1
105827433,Misunderestimate,2018-08-08,Sport,0,5.10b/c,G,2.5,1,Onsight/Flash,1
105827564,Shorty Bob,2022-10-09,Sport,0,5.10c,G,2.7,1,Onsight/Flash,1
105827570,Pulley Mammoth,2022-10-09,Sport,0,5.11+,G,3.5,1,Onsight/Flash,1
105827628,Corner Drug,2019-07-04,Sport,0,5.11a,G,2.9,1,Onsight/Flash,1
105827646,Action Candy,2019-07-04,Sport,0,5.10a,G,3.0,1,Onsight/Flash,1
105828453,Storm of the Century,2019-07-04,Sport,0,5.10d,G,2.6,1,Onsight/Flash,1
105829983,Tsunami Of Charisma,2018-08-08,Sport,0,5.11b,G,3.0,1,Onsight/Flash,1
105831617,Tour de Poudre,2021-08-01,Sport,0,5.12-,G,3.4,1,Onsight/Flash,1
105832283,Mentor,2024-03-26,Sport,0,5.12b,G,3.9,1,Fell/Hung,1
105841216,Gaucho,2018-07-14,Sport,0,5.10d,G,3.5,1,Onsight/Flash,1
105841220,Zorro,2018-07-14,Sport,0,5.11c,G,3.8,1,Onsight/Flash,1
105841247,Urban Cowboy,2022-07-09,Sport,0,5.10c,G,2.7,1,Onsight/Flash,1
105841251,Tribal War,2022-07-03,Sport,0,5.11b,G,3.7,1,Redpoint,2
105841257,Battle for a Wounded Knee,2022-07-09,Sport,0,5.11a,G,2.7,1,Redpoint,2
105841382,Claim Jumper,2017-07-12,Sport,0,5.10c,G,3.4,1,Redpoint,2
105841390,Winchester Pump,2017-07-16,Sport,0,5.11a,G,3.4,1,Onsight/Flash,1
105841688,Primate Grooming Procedures,2024-04-24,Sport,0,5.8,G,2.5,1,Onsight/Flash,1
105841699,Monkey Duodenum,2024-04-24,Sport,0,5.9,G,3.0,1,Onsight/Flash,1
105842717,Crackin' the Cherry,2017-07-03,Sport,1,5.10d,G,3.0,1,Fell/Hung,1
105842817,Mosquito,2024-09-02,Trad,0,5.8,G,3.2,1,Onsight/Flash,1
105842825,Penny Lane,2024-09-09,Trad,0,5.9,G,3.6,1,Onsight/Flash,1
105843581,Gorgeous,2024-03-21,Sport,0,5.10b,G,3.6,1,Onsight/Flash,1
105843696,Pick Pocket,2024-03-21,Sport,0,5.11a,G,3.7,1,Onsight/Flash,1
105845816,Flying Circus,2024-09-09,Trad,0,5.10a,G,3.6,1,Redpoint,2
105847524,Colors of Heaven,2018-07-16,Sport,0,5.10,G,2.6,3,Onsight/Flash,1
105849567,Pooky Proof,2022-09-24,Trad,0,5.7,G,2.5,1,Onsight/Flash,1
105851509,Never Sit With Your Back to the Door,2017-07-12,Sport,0,5.10b,G,2.2,1,Onsight/Flash,1
105851631,Cowboy Poetry,2017-07-15,Sport,0,5.12b,G,3.4,1,Onsight/Flash,1
105851716,Take Your Hat Off,2019-07-06,Sport,0,5.10b,G,3.1,1,Onsight/Flash,1
105851974,Ryobi Ranger,2019-07-06,Sport,0,5.10a/b,G,2.6,1,Onsight/Flash,1
105852183,"Red Dihedral (aka ""Yggdrasil"")",2024-06-19,Trad,1,5.10,G,3.5,12,Onsight/Flash,1
105853353,Limestoned,2018-07-15,Sport,0,5.11a,G,3.3,1,Onsight/Flash,1
105853365,Character Witness,2019-07-13,Sport,0,5.11a,G,3.0,1,Onsight/Flash,1
105853386,Plea Bargain,2018-07-15,Sport,0,5.10a,G,2.6,1,Onsight/Flash,1
105854239,Flakes,2019-06-22,Trad,0,5.10a,G,2.7,1,Onsight/Flash,1
105855622,Twin Flakes,2021-07-03,Sport,0,5.10b,G,2.8,1,Onsight/Flash,1
105856656,Where the Sidewalk Ends,2019-07-14,Sport,0,5.11b,G,3.3,1,Onsight/Flash,1
105856679,Dope Shinto,2018-06-07,Sport,0,5.12a,G,3.5,1,Onsight/Flash,1
105856684,Center El Shinto,2018-06-07,Sport,0,5.12b,G,3.8,1,Onsight/Flash,1
105856757,Circus in the Wind,2018-06-03,Sport,0,5.11-,G,3.7,1,Onsight/Flash,1
105856762,Sexorcisto,2018-07-15,Sport,0,5.10c,G,2.8,1,Onsight/Flash,1
105857638,The Prospect,2017-07-15,Sport,0,5.11a,G,2.7,1,Onsight/Flash,1
105857742,Quarryman,2022-08-04,Trad,0,5.8,G,3.2,1,Onsight/Flash,1
105857749,"Up, Up and Away",2024-09-09,Trad,0,5.9,PG13,2.6,1,Onsight/Flash,1
105860676,Positive Vibrations,2024-06-09,Trad,1,5.11a,G,4.0,12,Fell/Hung,1
105862055,Poposer Cowboy,2022-07-10,Sport,0,5.12a,G,3.0,1,Redpoint,2
105862062,Poker Face Alice,2022-07-09,Sport,0,5.12b,G,3.2,1,Onsight/Flash,1
105862092,Medicine Man,2019-07-10,Sport,0,5.11c,G,3.1,1,Redpoint,2
105862459,Cornerstone,2018-12-16,Sport,0,5.11a/b,G,3.0,1,Onsight/Flash,1
105863234,Hot Tamale Baby,2019-07-05,Sport,0,5.12a,G,3.5,1,Onsight/Flash,1
105869766,La Vaca Peligrosa,2018-07-12,Sport,0,5.8,G,3.1,1,Onsight/Flash,1
105878061,"Rapunzel, Rapunzel",2019-11-17,Sport,0,5.10a,G,2.7,1,Onsight/Flash,1
105880407,[Redacted],2023-12-05,Sport,0,5.12b,G,3.1,1,Redpoint,4
105888371,Prerequisite for Excellence,2021-10-04,Trad,0,5.8,G,3.4,1,Onsight/Flash,1
105888734,Go Sparky Go,2017-11-12,Trad,0,5.11,G,3.5,1,Fell/Hung,1
105889237,Multiple Use Area,2021-10-04,Trad,0,5.9,G,2.6,1,Onsight/Flash,1
105889536,Creature Feature,2021-09-27,Sport,0,5.9,G,3.2,1,Onsight/Flash,1
105889540,Creep Show,2021-09-27,Sport,0,5.10d,G,3.5,1,Onsight/Flash,1
105889544,Count Floyd Show,2021-09-27,Sport,0,5.11b,G,3.1,1,Redpoint,2
105892533,Moving Target,2021-10-08,Sport,0,5.9,G,2.6,1,Onsight/Flash,1
105893726,Skraps,2017-11-12,Trad,0,5.9,G,2.9,1,Onsight/Flash,1
105893872,Overseas,2021-10-07,Sport,0,5.12b,G,3.2,1,Redpoint,2
105900338,Guzzler,2022-02-20,Trad,0,5.8,G,2.9,1,Onsight/Flash,1
105900347,Steggo,2022-02-20,Trad,0,5.6,PG13,2.2,1,Onsight/Flash,1
105903232,Sacred Undergarment Squeeze Job,2024-05-26,Sport,0,5.8,G,2.7,1,Onsight/Flash,1
105910504,Bandito,2017-05-28,Trad,0,5.9,G,2.0,1,Onsight/Flash,1
105910510,Three's Company,2017-05-28,Trad,0,5.8,G,2.4,1,Onsight/Flash,1
105910806,Neat and Cool,2024-09-02,Trad,0,5.10a,G,3.4,1,Onsight/Flash,1
105910942,Sphinx'ter Quits,2024-09-02,Trad,0,5.8,G,2.8,1,Onsight/Flash,1
105911529,Monstrosity,2019-11-17,Sport,0,5.10,G,3.1,1,Onsight/Flash,1
105911558,Jester,2019-11-17,Sport,0,5.10b,G,2.5,1,Fell/Hung,1
105912905,Flame Thrower,2024-06-15,Sport,0,5.11c,G,3.7,1,Redpoint,2
105912909,Planetarium,2024-06-16,Sport,0,5.12a,G,3.4,1,Fell/Hung,1
105913834,A Day in the Life,2024-06-01,Sport,0,5.11c,G,3.2,1,Onsight/Flash,1
105918091,Skin The Cat,2023-09-20,Sport,0,5.11a,G,2.4,1,Onsight/Flash,1
105918466,Narcissus,2023-08-31,Sport,0,5.12a,G,3.6,1,Onsight/Flash,1
105926879,Love Handle,2021-10-04,Trad,0,5.10b,G,3.3,1,Onsight/Flash,1
105929386,Illegal Smile,2020-02-01,Sport,0,5.11b,G,3.6,1,Onsight/Flash,1
105932154,The Reward aka Convicted Felon,2019-01-20,Sport,0,5.12b,G,3.5,1,Redpoint,2
105941644,The Zip,2024-09-04,Trad,0,5.10a,G,3.8,1,Fell/Hung,1
105944377,Flight of the Gumbie,2023-09-05,Sport,0,5.9+,G,3.5,1,Onsight/Flash,1
105944381,The Green Piece,2023-09-05,Sport,0,5.10b,G,2.8,1,Onsight/Flash,1
105944388,Lactic Acid Bath,2023-08-29,Sport,0,5.12d,G,3.9,1,Fell/Hung,1
105944445,Baseboy (Bolted Variation),2024-05-27,Sport,0,5.11-,G,2.8,1,Fell/Hung,1
105944650,What's Eating You,2024-06-01,Sport,0,5.10a,G,2.3,1,Onsight/Flash,1
105950090,Pleasant Pheasant,2024-09-01,Sport,0,5.11a,G,3.6,1,Onsight/Flash,1
105954921,Clandestine Affair,2024-09-09,Trad,0,5.9,G,2.9,1,Onsight/Flash,1
105956228,Pump Me Like a Shotgun,2018-06-05,Sport,0,5.11d,G,3.6,1,Onsight/Flash,1
105956328,Great White Behemoth,2018-06-07,Sport,0,5.12b,G,3.6,1,Fell/Hung,1
105957709,Red Chili,2017-07-03,Sport,1,5.10a,G,2.5,1,Onsight/Flash,1
105958263,Cat Crack,2022-08-13,Trad,0,5.7,G,3.1,1,Onsight/Flash,1
105959460,Laughing Crack,2022-08-02,Trad,0,5.7,G,3.6,1,Onsight/Flash,1
105962497,Cornflakes,2024-09-02,Trad,0,5.6,G,2.4,1,Onsight/Flash,1
105963366,Octopus Garden in the Shade,2022-08-04,Trad,0,5.8,G,3.4,1,Onsight/Flash,1
105963848,The Rico Suave Arete aka Rico Suave,2023-08-29,Sport,0,5.10a,G,3.5,1,Onsight/Flash,1
105964688,King Me,2023-09-26,Sport,0,5.11b,G,3.8,1,Onsight/Flash,1
105969527,Silver Girl,2021-08-01,Sport,0,5.10c,G,3.0,1,Onsight/Flash,1
105972016,One Stick or Two?,2021-07-03,Sport,0,5.9,G,2.5,1,Onsight/Flash,1
105972021,Master Blaster,2021-07-03,Sport,0,5.10b,G,3.0,1,Onsight/Flash,1
105972025,Clairabell,2021-07-03,Sport,0,5.11a,G,2.7,1,Onsight/Flash,1
105975456,Pass the Ditchie,2017-10-07,Sport,0,5.9+,G,2.7,1,Onsight/Flash,1
105975473,Original Route,2017-11-26,Trad,0,5.9,G,1.0,1,Onsight/Flash,1
105982858,Gilded Lily,2020-09-07,Sport,0,5.8+,G,2.7,1,Onsight/Flash,1
105988227,Orange Crush,2023-10-01,Sport,0,5.9+,G,3.5,1,Onsight/Flash,1
105988232,Plumb Bob,2023-10-01,Sport,0,5.11a,G,2.8,1,Onsight/Flash,1
105988238,Supersoul Sureshot,2023-10-01,Sport,0,5.12c,G,3.8,1,Fell/Hung,1
105989372,Apollo Reed,2023-08-30,Sport,0,5.13a,G,3.9,1,Fell/Hung,1
105994333,Watermelon Sugar,2024-04-25,Sport,0,5.12a,G,3.4,1,Fell/Hung,2
105994719,Slip...Not!,2021-07-03,Sport,0,5.10d,G,2.8,1,Onsight/Flash,1
105994971,Stiffy,2017-07-03,Sport,1,5.11a,G,2.4,1,Fell/Hung,1
105997439,Jail Bait,2021-09-18,Sport,0,5.11c,G,3.3,1,Onsight/Flash,1
106001020,49,2024-04-24,Sport,0,5.12a,G,3.8,1,Fell/Hung,1
106002342,Sancho Belige,2023-09-05,Sport,0,5.11c,G,3.6,1,Onsight/Flash,1
106002969,Euro Trash,2018-06-07,Sport,0,5.10b,G,2.9,1,Onsight/Flash,1
106007327,Forgotten Years,2022-06-18,Sport,0,5.11d,G,2.2,1,Fell/Hung,1
106007361,The Nose,2021-07-04,Trad,0,5.6,G,2.6,5,Onsight/Flash,1
106010509,Totem pole,2020-09-11,Sport,0,5.11c,G,3.2,1,Fell/Hung,1
106011580,Slapping Leather,2019-07-06,Sport,0,5.11b,G,2.3,1,Onsight/Flash,1
